fecha,sku_id,nombre_producto,categoria,plataforma,unidades_vendidas,pvp_base,precio_venta,coste_unitario,margen_bruto,margen_pct,precio_min_viable,descuento_pct,promocion_activa,ingreso_estimado,margen_estimado_eur,precio_decathlon,precio_trailzone,precio_outdoorpro,precio_comp_min,precio_comp_avg,precio_comp_max,var_precio_comp_min_7d,alerta_bajada_competidor,ratio_precio_mercado,diferencia_precio_min,diferencia_precio_avg,diferencia_comp_max,volatilidad_comp,dia_semana,es_fin_semana,mes,trimestre,semana_anio,es_festivo,es_blackfriday,es_navidad,es_semana_santa,es_verano,es_primavera,stock_disponible,ventas_lag_1,ventas_lag_7,ventas_lag_30,ventas_media_7d,ventas_media_30d
2024-03-20,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,99.0,57.0,34.06,34.99,34.03,34.03,34.36,34.99,-0.0307,0,0.9604,-1.03,-1.36,0.96,0.0279,2,0,3,1,12,0,0,0,0,0,1,0,3.0,4.0,1.0,4.43,3.43
2024-03-21,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,99.0,57.0,33.79,34.5,32.69,32.69,33.66,34.5,-0.1042,1,0.9804,0.31,-0.66,1.81,0.0538,3,0,3,1,12,0,0,0,0,0,1,0,3.0,4.0,2.0,4.29,3.5
2024-03-22,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,7,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,231.0,133.0,34.09,32.57,36.88,32.57,34.51,36.88,0.0593,0,0.9562,0.43,-1.51,4.31,0.1249,4,0,3,1,12,0,0,0,0,0,1,0,3.0,4.0,3.0,4.14,3.53
2024-03-23,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,4,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,132.0,76.0,29.53,33.15,32.58,29.53,31.75,33.15,-0.1848,1,1.0394,3.47,1.25,3.62,0.114,5,1,3,1,12,0,0,0,0,0,1,0,7.0,7.0,2.0,4.57,3.67
2024-03-24,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,2,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,66.0,38.0,29.34,32.22,36.81,29.34,32.79,36.81,-0.2,1,1.0064,3.66,0.21,7.47,0.2278,6,1,3,1,12,0,0,0,0,0,1,0,4.0,4.0,0.0,4.14,3.73
2024-03-25,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,6,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,198.0,114.0,32.5,35.94,36.73,32.5,35.06,36.73,-0.0673,1,0.9412,0.5,-2.06,4.23,0.1207,0,0,3,1,13,0,0,0,1,0,1,0,2.0,5.0,1.0,3.86,3.8
2024-03-26,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,9,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,297.0,171.0,30.06,35.43,32.01,30.06,32.5,35.43,-0.0806,1,1.0154,2.94,0.5,5.37,0.1652,1,0,3,1,13,0,0,0,1,0,1,0,6.0,3.0,4.0,4.0,3.97
2024-03-27,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,7,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,231.0,133.0,28.64,34.06,32.08,28.64,31.59,34.06,-0.1316,1,1.0446,4.36,1.41,5.42,0.1716,2,0,3,1,13,0,0,0,1,0,1,0,9.0,3.0,1.0,4.86,4.13
2024-03-28,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,165.0,95.0,33.98,30.95,37.55,30.95,34.16,37.55,0.0058,0,0.966,2.05,-1.16,6.6,0.1932,3,0,3,1,13,0,0,0,1,0,1,0,7.0,3.0,1.0,5.43,4.33
2024-03-29,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,165.0,95.0,32.94,34.03,37.24,32.94,34.74,37.24,-0.013,0,0.9499,0.06,-1.74,4.3,0.1238,4,0,3,1,13,0,0,0,1,0,1,0,5.0,7.0,3.0,5.71,4.47
2024-03-30,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,10,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,330.0,190.0,29.01,33.23,35.03,29.01,32.42,35.03,-0.192,1,1.0179,3.99,0.58,6.02,0.1857,5,1,3,1,13,0,0,0,1,0,1,0,5.0,4.0,3.0,5.43,4.53
2024-03-31,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,7,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,231.0,133.0,32.85,34.13,36.92,32.85,34.63,36.92,-0.0397,0,0.9529,0.15,-1.63,4.07,0.1175,6,1,3,1,13,0,0,0,1,0,1,0,10.0,2.0,2.0,6.29,4.77
2024-04-01,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,8,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,264.0,152.0,30.83,36.89,36.49,30.83,34.74,36.89,-0.0274,0,0.9499,2.17,-1.74,6.06,0.1744,0,0,4,2,14,0,0,0,1,0,1,0,7.0,6.0,6.0,7.0,4.93
2024-04-02,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,7,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,231.0,133.0,31.77,36.69,36.39,31.77,34.95,36.69,-0.0742,1,0.9442,1.23,-1.95,4.92,0.1408,1,0,4,2,14,0,0,0,1,0,1,0,8.0,9.0,6.0,7.29,5.0
2024-04-03,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,8,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,264.0,152.0,33.97,33.25,36.91,33.25,34.71,36.91,0.0395,0,0.9507,-0.25,-1.71,3.66,0.1054,2,0,4,2,14,0,0,0,1,0,1,0,7.0,7.0,6.0,7.0,5.03
2024-04-04,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,4,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,132.0,76.0,29.8,31.18,33.22,29.8,31.4,33.22,-0.1415,1,1.051,3.2,1.6,3.42,0.1089,3,0,4,2,14,0,0,0,1,0,1,0,8.0,5.0,2.0,7.14,5.1
2024-04-05,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,165.0,95.0,32.06,31.88,32.52,31.88,32.15,32.52,-0.1221,1,1.0264,1.12,0.85,0.64,0.0199,4,0,4,2,14,0,0,0,1,0,1,0,4.0,5.0,7.0,7.0,5.17
2024-04-06,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,10,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,330.0,190.0,29.24,35.25,33.09,29.24,32.53,35.25,-0.1791,1,1.0144,3.76,0.47,6.01,0.1848,5,1,4,2,14,0,0,0,1,0,1,0,5.0,10.0,2.0,7.0,5.1
2024-04-07,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,11,34.9,33.0,14.0,19.0,0.5758,17.5,0.054,1,363.0,209.0,34.14,34.92,34.32,34.14,34.46,34.92,-0.0133,0,0.9576,-1.14,-1.46,0.78,0.0226,6,1,4,2,14,0,0,0,1,0,1,0,10.0,7.0,5.0,7.0,5.37
2024-04-08,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,2,34.9,32.96,14.0,18.96,0.5752,17.5,0.056,1,65.92,37.92,30.56,35.5,35.23,30.56,33.76,35.5,-0.1598,1,0.9763,2.4,-0.8,4.94,0.1463,0,0,4,2,15,0,0,0,0,0,1,0,11.0,8.0,6.0,7.57,5.57
2024-04-09,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,32.96,14.0,18.96,0.5752,17.5,0.056,1,164.8,94.8,28.7,31.52,32.99,28.7,31.07,32.99,-0.1395,1,1.0608,4.26,1.89,4.29,0.1381,1,0,4,2,15,0,0,0,0,0,1,0,2.0,7.0,4.0,6.71,5.43
2024-04-10,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,4,34.9,32.96,14.0,18.96,0.5752,17.5,0.056,1,131.84,75.84,29.05,33.17,32.38,29.05,31.53,33.17,-0.1163,1,1.0454,3.91,1.43,4.12,0.1307,2,0,4,2,15,0,0,0,0,0,1,0,5.0,8.0,1.0,6.43,5.47
2024-04-11,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,6,34.9,32.96,14.0,18.96,0.5752,17.5,0.056,1,197.76,113.76,30.64,33.01,36.93,30.64,33.53,36.93,-0.0087,0,0.983,2.32,-0.57,6.29,0.1876,3,0,4,2,15,0,0,0,0,0,1,0,4.0,4.0,4.0,5.86,5.57
2024-04-12,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,32.96,14.0,18.96,0.5752,17.5,0.056,1,98.88,56.88,31.33,31.38,33.16,31.33,31.96,33.16,-0.1454,1,1.0313,1.63,1.0,1.83,0.0573,4,0,4,2,15,0,0,0,0,0,1,0,6.0,5.0,4.0,6.14,5.63
2024-04-13,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,6,34.9,32.96,14.0,18.96,0.5752,17.5,0.056,1,197.76,113.76,31.93,32.18,37.32,31.93,33.81,37.32,-0.0759,1,0.9749,1.03,-0.85,5.39,0.1594,5,1,4,2,15,0,0,0,0,0,1,0,3.0,10.0,4.0,5.86,5.6
2024-04-14,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,32.96,14.0,18.96,0.5752,17.5,0.056,1,164.8,94.8,33.04,31.53,36.2,31.53,33.59,36.2,0.0127,0,0.9812,1.43,-0.63,4.67,0.139,6,1,4,2,15,0,0,0,0,0,1,0,6.0,11.0,4.0,5.29,5.67
2024-04-15,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,32.96,14.0,18.96,0.5752,17.5,0.056,1,164.8,94.8,34.16,36.89,35.4,34.16,35.48,36.89,0.0198,0,0.929,-1.2,-2.52,2.73,0.0769,0,0,4,2,16,0,0,0,0,0,1,0,5.0,2.0,7.0,4.43,5.7
2024-04-16,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,32.96,14.0,18.96,0.5752,17.5,0.056,1,98.88,56.88,29.03,31.94,34.46,29.03,31.81,34.46,-0.1958,1,1.0362,3.93,1.15,5.43,0.1707,1,0,4,2,16,0,0,0,0,0,1,0,5.0,5.0,4.0,4.86,5.63
2024-04-17,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,32.96,14.0,18.96,0.5752,17.5,0.056,1,98.88,56.88,32.05,36.85,32.11,32.05,33.67,36.85,0.0003,0,0.9789,0.91,-0.71,4.8,0.1426,2,0,4,2,16,0,0,0,0,0,1,0,3.0,4.0,5.0,4.57,5.6
2024-04-18,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,6,34.9,32.96,14.0,18.96,0.5752,17.5,0.056,1,197.76,113.76,33.4,36.54,31.98,31.98,33.97,36.54,0.0181,0,0.9703,0.98,-1.01,4.56,0.1342,3,0,4,2,16,0,0,0,0,0,1,0,3.0,6.0,3.0,4.43,5.53
2024-04-19,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,109.05,67.05,32.97,35.59,34.77,32.97,34.44,35.59,-0.0453,0,1.0555,3.38,1.91,2.62,0.0761,4,0,4,2,16,0,0,0,0,0,1,0,6.0,3.0,3.0,4.43,5.63
2024-04-20,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,8,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,290.8,178.8,28.84,32.99,35.25,28.84,32.36,35.25,-0.0717,1,1.1233,7.51,3.99,6.41,0.1981,5,1,4,2,16,0,0,0,0,0,1,0,3.0,6.0,3.0,4.43,5.63
2024-04-21,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,6,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,218.1,134.1,32.37,33.16,34.47,32.37,33.33,34.47,-0.1422,1,1.0906,3.98,3.02,2.1,0.063,6,1,4,2,16,0,0,0,0,0,1,0,8.0,5.0,7.0,4.71,5.8
2024-04-22,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,181.75,111.75,28.68,33.4,33.99,28.68,32.02,33.99,-0.2448,1,1.1352,7.67,4.33,5.31,0.1658,0,0,4,2,17,0,0,0,0,0,1,0,6.0,5.0,4.0,4.86,5.77
2024-04-23,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,4,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,145.4,89.4,30.76,36.64,35.11,30.76,34.17,36.64,-0.0612,1,1.0638,5.59,2.18,5.88,0.1721,1,0,4,2,17,0,0,0,0,0,1,0,5.0,3.0,2.0,4.86,5.8
2024-04-24,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,181.75,111.75,32.05,34.98,33.62,32.05,33.55,34.98,-0.018,0,1.0835,4.3,2.8,2.93,0.0873,2,0,4,2,17,0,0,0,0,0,1,0,4.0,3.0,6.0,5.0,5.87
2024-04-25,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,109.05,67.05,34.03,33.42,37.5,33.42,34.98,37.5,0.0532,0,1.0392,2.93,1.37,4.08,0.1166,3,0,4,2,17,0,0,0,0,0,1,0,5.0,6.0,9.0,5.29,5.83
2024-04-26,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,109.05,67.05,33.71,31.93,35.26,31.93,33.63,35.26,-0.1371,1,1.0809,4.42,2.72,3.33,0.099,4,0,4,2,17,0,0,0,0,0,1,0,3.0,3.0,7.0,4.86,5.63
2024-04-27,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,4,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,145.4,89.4,33.05,31.66,35.55,31.66,33.42,35.55,-0.0329,0,1.0877,4.69,2.93,3.89,0.1164,5,1,4,2,17,0,0,0,0,0,1,0,3.0,8.0,5.0,4.86,5.5
2024-04-28,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,181.75,111.75,29.7,34.83,36.78,29.7,33.77,36.78,-0.0793,1,1.0764,6.65,2.58,7.08,0.2097,6,1,4,2,17,0,0,0,0,0,1,0,4.0,6.0,5.0,4.29,5.47
2024-04-29,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,4,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,145.4,89.4,31.21,35.58,33.53,31.21,33.44,35.58,-0.1121,1,1.087,5.14,2.91,4.37,0.1307,0,0,4,2,18,0,0,0,0,0,1,0,5.0,5.0,10.0,4.14,5.47
2024-04-30,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,4,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,145.4,89.4,33.31,31.03,33.9,31.03,32.75,33.9,-0.0618,1,1.1099,5.32,3.6,2.87,0.0876,1,0,4,2,18,0,0,0,0,0,1,0,4.0,4.0,7.0,4.0,5.27
2024-05-01,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,181.75,111.75,30.37,34.32,34.56,30.37,33.08,34.56,-0.1018,1,1.0989,5.98,3.27,4.19,0.1267,2,0,5,2,18,0,0,0,0,0,1,0,4.0,5.0,8.0,4.0,5.17
2024-05-02,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,181.75,111.75,33.87,34.88,36.88,33.87,35.21,36.88,-0.0619,1,1.0324,2.48,1.14,3.01,0.0855,3,0,5,2,18,0,0,0,0,0,1,0,5.0,3.0,7.0,4.0,5.07
2024-05-03,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,109.05,67.05,32.77,34.03,33.99,32.77,33.6,34.03,0.01,0,1.0818,3.58,2.75,1.26,0.0375,4,0,5,2,18,0,0,0,0,0,1,0,5.0,3.0,8.0,4.29,5.0
2024-05-04,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,1,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,36.35,22.35,29.83,36.81,37.56,29.83,34.73,37.56,-0.138,1,1.0466,6.52,1.62,7.73,0.2226,5,1,5,2,18,0,0,0,0,0,1,7,3.0,4.0,4.0,4.29,4.83
2024-05-05,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,109.05,67.05,29.24,34.31,36.32,29.24,33.29,36.32,-0.1026,1,1.0919,7.11,3.06,7.08,0.2127,6,1,5,2,18,0,0,0,0,0,1,4,1.0,5.0,5.0,3.86,4.73
2024-05-06,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,181.75,111.75,31.93,32.39,35.47,31.93,33.26,35.47,-0.1605,1,1.0929,4.42,3.09,3.54,0.1064,0,0,5,2,19,0,0,0,0,0,1,0,3.0,4.0,10.0,3.57,4.67
2024-05-07,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,6,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,218.1,134.1,29.98,35.94,35.27,29.98,33.73,35.94,-0.2011,1,1.0777,6.37,2.62,5.96,0.1767,1,0,5,2,19,0,0,0,0,0,1,0,5.0,4.0,11.0,3.71,4.5
2024-05-08,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,1,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,36.35,22.35,31.45,36.98,35.78,31.45,34.74,36.98,-0.0331,0,1.0463,4.9,1.61,5.53,0.1592,2,0,5,2,19,0,0,0,0,0,1,0,6.0,5.0,2.0,4.0,4.33
2024-05-09,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,1,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,36.35,22.35,33.18,32.6,32.35,32.35,32.71,33.18,0.0065,0,1.1113,4.0,3.64,0.83,0.0254,3,0,5,2,19,0,0,0,0,0,1,0,1.0,5.0,5.0,3.43,4.3
2024-05-10,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,181.75,111.75,30.27,32.25,32.78,30.27,31.77,32.78,-0.038,0,1.1442,6.08,4.58,2.51,0.079,4,0,5,2,19,0,0,0,0,0,1,0,1.0,3.0,4.0,2.86,4.17
2024-05-11,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,7,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,254.45,156.45,30.71,32.42,31.96,30.71,31.7,32.42,-0.1447,1,1.1467,5.64,4.65,1.71,0.0539,5,1,5,2,19,0,0,0,0,0,1,0,5.0,1.0,6.0,3.14,4.2
2024-05-12,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,109.05,67.05,30.81,31.11,32.83,30.81,31.58,32.83,-0.1364,1,1.151,5.54,4.77,2.02,0.064,6,1,5,2,19,0,0,0,0,0,1,0,7.0,3.0,3.0,4.0,4.23
2024-05-13,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,2,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,72.7,44.7,29.03,36.94,35.53,29.03,33.83,36.94,-0.1433,1,1.0745,7.32,2.52,7.91,0.2338,0,0,5,2,20,0,0,0,0,0,1,0,3.0,5.0,6.0,4.0,4.23
2024-05-14,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,2,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,72.7,44.7,29.66,34.83,33.77,29.66,32.75,34.83,-0.2069,1,1.1099,6.69,3.6,5.17,0.1579,1,0,5,2,20,0,0,0,0,0,1,0,2.0,6.0,5.0,3.57,4.1
2024-05-15,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,36.35,14.0,22.35,0.6149,17.5,0.0,0,181.75,111.75,31.5,35.69,34.13,31.5,33.77,35.69,-0.0582,1,1.0764,4.85,2.58,4.19,0.1241,2,0,5,2,20,0,0,0,0,0,1,0,2.0,1.0,5.0,3.0,4.0
2024-05-16,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,2,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,65.08,37.08,33.32,34.78,33.95,33.32,34.02,34.78,-0.0361,0,0.9565,-0.78,-1.48,1.46,0.0429,3,0,5,2,20,0,0,0,0,0,1,0,5.0,1.0,3.0,3.57,4.0
2024-05-17,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,0,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,0.0,0.0,32.06,31.9,32.62,31.9,32.19,32.62,-0.094,1,1.0109,0.64,0.35,0.72,0.0224,4,0,5,2,20,0,0,0,0,0,1,0,2.0,5.0,3.0,3.71,3.97
2024-05-18,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,162.7,92.7,29.12,31.21,34.09,29.12,31.47,34.09,-0.2347,1,1.034,3.42,1.07,4.97,0.1579,5,1,5,2,20,0,0,0,0,0,1,0,0.0,7.0,6.0,3.0,3.87
2024-05-19,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,6,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,195.24,111.24,29.37,32.53,35.57,29.37,32.49,35.57,-0.1524,1,1.0015,3.17,0.05,6.2,0.1908,6,1,5,2,20,0,0,0,0,0,1,11,5.0,3.0,3.0,2.71,3.83
2024-05-20,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,8,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,260.32,148.32,32.97,35.27,31.78,31.78,33.34,35.27,-0.0821,1,0.976,0.76,-0.8,3.49,0.1047,0,0,5,2,21,0,0,0,0,0,1,3,6.0,2.0,8.0,3.14,3.93
2024-05-21,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,97.62,55.62,31.94,32.88,31.63,31.63,32.15,32.88,-0.0748,1,1.0121,0.91,0.39,1.25,0.0389,1,0,5,2,21,0,0,0,0,0,1,0,8.0,2.0,6.0,4.0,3.93
2024-05-22,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,162.7,92.7,30.09,32.02,36.22,30.09,32.78,36.22,-0.1868,1,0.9927,2.45,-0.24,6.13,0.187,2,0,5,2,21,0,0,0,0,0,1,0,3.0,5.0,5.0,4.14,3.83
2024-05-23,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,4,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,130.16,74.16,28.79,35.08,34.16,28.79,32.68,35.08,-0.1575,1,0.9957,3.75,-0.14,6.29,0.1925,3,0,5,2,21,0,0,0,0,0,1,0,5.0,2.0,4.0,4.14,3.83
2024-05-24,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,162.7,92.7,31.99,36.34,36.85,31.99,35.06,36.85,-0.1333,1,0.9281,0.55,-2.52,4.86,0.1386,4,0,5,2,21,0,0,0,0,0,1,0,4.0,0.0,5.0,4.43,3.83
2024-05-25,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,2,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,65.08,37.08,33.7,34.79,31.92,31.92,33.47,34.79,0.0114,0,0.9722,0.62,-0.93,2.87,0.0857,5,1,5,2,21,0,0,0,0,0,1,0,5.0,5.0,3.0,5.14,3.83
2024-05-26,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,7,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,227.78,129.78,33.73,34.32,36.05,33.73,34.7,36.05,-0.0019,0,0.9378,-1.19,-2.16,2.32,0.0669,6,1,5,2,21,0,0,0,0,0,1,0,2.0,6.0,3.0,4.71,3.8
2024-05-27,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,97.62,55.62,32.65,35.8,34.0,32.65,34.15,35.8,-0.0827,1,0.9529,-0.11,-1.61,3.15,0.0922,0,0,5,2,22,0,0,0,0,0,1,2,7.0,8.0,4.0,4.86,3.93
2024-05-28,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,162.7,92.7,29.76,35.07,37.17,29.76,34.0,37.17,-0.1077,1,0.9571,2.78,-1.46,7.41,0.2179,1,0,5,2,22,0,0,0,0,0,1,10,3.0,3.0,5.0,4.14,3.9
2024-05-29,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,97.62,55.62,32.73,30.76,34.8,30.76,32.76,34.8,-0.1526,1,0.9933,1.78,-0.22,4.04,0.1233,2,0,5,2,22,0,0,0,0,0,1,7,5.0,5.0,4.0,4.43,3.9
2024-05-30,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,7,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,227.78,129.78,29.19,31.16,32.0,29.19,30.78,32.0,-0.1669,1,1.0572,3.35,1.76,2.81,0.0913,3,0,5,2,22,0,0,0,0,0,1,0,3.0,4.0,4.0,4.14,3.87
2024-05-31,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,5,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,162.7,92.7,32.69,35.41,33.91,32.69,34.0,35.41,0.0194,0,0.9571,-0.15,-1.46,2.72,0.08,4,0,5,2,22,0,0,0,0,0,1,0,7.0,5.0,5.0,4.57,3.97
2024-06-01,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,11,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,357.94,203.94,33.29,36.59,32.27,32.27,34.05,36.59,-0.0467,0,0.9557,0.27,-1.51,4.32,0.1269,5,1,6,2,22,0,0,0,0,1,0,0,5.0,2.0,5.0,4.57,3.97
2024-06-02,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,8,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,260.32,148.32,29.55,34.87,34.87,29.55,33.1,34.87,-0.0614,1,0.9831,2.99,-0.56,5.32,0.1607,6,1,6,2,22,0,0,0,0,1,0,0,11.0,7.0,3.0,5.86,4.17
2024-06-03,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,3,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,97.62,55.62,31.75,31.24,37.09,31.24,33.36,37.09,-0.1473,1,0.9754,1.3,-0.82,5.85,0.1754,0,0,6,2,23,0,0,0,0,1,0,0,8.0,3.0,1.0,6.0,4.33
2024-06-04,SKU-002,Mochila hidratación 10L,Mochilas,Amazon,8,34.9,32.54,14.0,18.54,0.5698,17.5,0.068,1,260.32,148.32,30.06,33.65,32.87,30.06,32.19,33.65,-0.1191,1,1.0109,2.48,0.35,3.59,0.1115,1,0,6,2,23,0,0,0,0,1,0,0,3.0,5.0,3.0,6.0,4.4
